"ID_Reporte","Fecha_Emision","Fecha_Auditoria_Forense","Investigador_Responsable","Comite_Aprobador","Ensayo_Asociado","Sede","ID_Sujeto_Principal","Num_Sujetos_Declarados","Num_Sujetos_Real","Tasa_Exito_Declarada_Pct","Tasa_Exito_Real_Pct","Muertes_Reportadas","Muertes_Reales_Estimadas","Tipo_Alteracion_Principal","Num_Alteraciones_Detectadas","Clasificacion_Documento","Nivel_Riesgo_Fraude","Score_Fraude_0_100","Estado_Auditoria","Auditado_Por","Observaciones"
"RBF-02824","2019-01-31","2020-04-14","Dr. Isaacs, S.","Comité de Revisión Externe BSAA","Investigación Las Plagas Fase III","Spencer Estate Lab","SUJ-4994","20","33","94.33","46.74","3","7","Fabricación de consentimiento informado","10","RESTRINGIDO","Medio","23.9","Escalado a fiscal","AUD-354","Resultados estadísticos inconsistentes."
"RBF-02825","2014-01-16","2015-09-20","Dr. Wesker, A.","Junta de Supervisión STARS","Ensayo T-002","Centro de Investigación Kijuju","SUJ-1915","1","9","74.31","44.94","0","8","Fabricación de consentimiento informado","4","RESTRINGIDO","Alto","83.7","Escalado a fiscal","AUD-847","Resultados estadísticos inconsistentes."
"RBF-02826","2021-02-05","2021-10-15","Dra. Novak, H.","Comité Internacional de Bioética","Experimento Wesker","Raccoon City Hospital","SUJ-9905","72","82","94.49","56.27","0","4","Reemplazo de sujeto de prueba","13","RESTRINGIDO","Bajo","93.3","Escalado a fiscal","AUD-528","Consentimiento firmado bajo coerción."
"RBF-02827","2013-07-06","2013-10-23","Dr. Ashford, E.","Comité Ético NEST-Arklay","Proyecto Excella","Laboratorio Remoto Dulvey","SUJ-5382","63","82","80.34","62.38","2","12","Falsificación de grupo de control","10","USO INTERNO","Bajo","60.8","Escalado a fiscal","AUD-446","Datos duplicados de ensayo anterior."
"RBF-02828","2012-09-15","2013-09-12","Dra. Singh, A.","Junta de Supervisión STARS","Fase Gamma-Licker","Satellite Lab B-17","SUJ-9906","67","67","76.64","54.64","3","12","Omisión de muerte no reportada","13","ULTRA SECRETO","Alto","45","En revisión","AUD-202","Hash de documento no coincide con archivo original."
"RBF-02829","2020-01-11","2021-06-18","Dra. Reyes, P.","Comité de Revisión Externe BSAA","Ensayo RE-Cadou","Satellite Lab B-17","SUJ-3016","4","15","78.22","27.63","3","4","Supresión de muestra contaminada","12","CONFIDENCIAL","Alto","13.3","Archivado","AUD-305","Firmas no coinciden con fecha declarada."
"RBF-02830","2020-09-14","2021-04-09","Dr. Salazar, R.","Comité de Revisión Umbrella Corp.","Protocolo Umbrella-X","NEST Underground","SUJ-1347","58","74","82.87","43.52","3","9","Falsificación de aprobación ética","3","USO INTERNO","Crítico","75","Escalado a fiscal","AUD-322","Aprobación ética emitida retroactivamente."
"RBF-02831","2022-08-01","2024-01-12","Dra. Novak, H.","Comité Ético NEST-Arklay","Ensayo T-002","Laboratorio Remoto Dulvey","SUJ-1729","25","41","78.53","25.52","0","5","Falsificación de grupo de control","9","CONFIDENCIAL","Bajo","87.1","Fraude confirmado","AUD-629","Aprobación ética emitida retroactivamente."
"RBF-02832","2017-02-17","2018-10-30","Dra. Vega, N.","Comité Internacional de Bioética","Experimento Wesker","NEST Underground","SUJ-2684","47","54","80.33","25.38","0","6","Alteración de fechas de aplicación","13","ULTRA SECRETO","Crítico","30.9","Escalado a fiscal","AUD-544","Datos duplicados de ensayo anterior."
"RBF-02833","2012-05-31","2012-10-05","Dr. Chen, W.","Panel Clínico Raccoon City","Fase C-Virus Alpha","Satellite Lab B-17","SUJ-9923","38","54","75.51","45.64","4","11","Alteración de fechas de aplicación","8","USO INTERNO","Medio","52.4","Archivado","AUD-213","Hash de documento no coincide con archivo original."
"RBF-02834","2015-04-16","2017-01-14","Dr. Mendoza, F.","Panel Bioético Sector B","Estudio Megamycete","Lab Urbano RC-04","SUJ-5861","15","34","79.7","52.75","1","10","Manipulación de dosis registrada","4","RESTRINGIDO","Crítico","80.9","Fraude confirmado","AUD-905","Aprobación ética emitida retroactivamente."
"RBF-02835","2014-04-05","2016-02-21","Dra. Reed, L.","Comité Ético NEST-Arklay","Ensayo RE-Cadou","Laboratorio Remoto Dulvey","SUJ-2680","63","75","86.88","37.55","1","5","Falsificación de grupo de control","9","CONFIDENCIAL","Alto","63.7","En revisión","AUD-328","Muestra biológica alterada post-análisis."
"RBF-02836","2012-06-28","2013-05-31","Dr. Isaacs, S.","Junta de Supervisión STARS","Protocolo Eveline","Arklay Mountain Lab","SUJ-9381","21","33","83.49","28.55","1","2","Manipulación de dosis registrada","7","USO INTERNO","Alto","22.9","En revisión","AUD-524","Firmas no coinciden con fecha declarada."
"RBF-02837","2020-11-14","2021-01-21","Dra. Singh, A.","Comité de Ética Médica T-Sector","Ensayo T-002","Mobile Unit Delta","SUJ-7804","57","71","81.01","40.82","2","8","Alteración de muestra de tejido","11","ULTRA SECRETO","Crítico","50.6","Pendiente","AUD-577","Resultados estadísticos inconsistentes."
"RBF-02838","2014-03-28","2015-12-08","Dr. Salazar, R.","Comité Ético NEST-Arklay","Estudio Plagas-Las Illuminadas","Spencer Estate Lab","SUJ-3323","53","70","91.41","44.6","0","6","Supresión de reacción alérgica severa","15","CONFIDENCIAL","Crítico","50.4","Escalado a fiscal","AUD-808","Protocolo no seguido, datos fabricados."
"RBF-02839","2021-12-07","2023-01-31","Dr. Torres, C.","Panel de Cumplimiento Viral","Proyecto Excella","Satellite Lab B-17","SUJ-1019","46","58","95.23","48.96","4","11","Falsificación de firma de consentimiento","13","CONFIDENCIAL","Crítico","80.9","Pendiente","AUD-397","Muestra biológica alterada post-análisis."
"RBF-02840","2012-06-20","2012-10-08","Dr. Isaacs, S.","Comité de Revisión Externe BSAA","Fase Miranda-Prime","Lab Urbano RC-04","SUJ-4675","14","21","91.68","62.47","4","10","Falsificación de grupo de control","3","CONFIDENCIAL","Bajo","46.4","Fraude confirmado","AUD-969","Hash de documento no coincide con archivo original."
"RBF-02841","2015-07-16","2015-10-11","Dr. Torres, C.","Comité Internacional de Bioética","Proyecto Excella","Raccoon City Hospital","SUJ-1393","76","82","80.63","42.66","1","10","Manipulación de dosis registrada","3","RESTRINGIDO","Crítico","42.7","Fraude confirmado","AUD-495","Protocolo no seguido, datos fabricados."
"RBF-02842","2022-06-20","2023-06-27","Dr. Salazar, R.","Comité de Revisión Umbrella Corp.","Proyecto Némesis","Centro de Investigación Kijuju","SUJ-4713","17","35","91.36","43.04","2","8","Reemplazo de sujeto de prueba","11","ULTRA SECRETO","Bajo","10.8","En revisión","AUD-183","Aprobación ética emitida retroactivamente."
"RBF-02843","2015-06-24","2016-07-14","Dr. Mendoza, F.","Comité de Revisión Umbrella Corp.","Estudio Uroboros","Spencer Estate Lab","SUJ-7998","39","48","75.95","33.43","2","10","Datos de control fabricados","5","CONFIDENCIAL","Crítico","55.7","En revisión","AUD-541","Sujeto registrado fallecido antes del ensayo."
"RBF-02844","2017-10-12","2019-01-29","Dra. Spencer, A.","Panel de Cumplimiento Viral","Proyecto Némesis","Laboratorio Remoto Dulvey","SUJ-7314","9","20","75.39","59.54","1","8","Alteración de muestra de tejido","12","CONFIDENCIAL","Medio","56.2","Fraude confirmado","AUD-202","Aprobación ética emitida retroactivamente."
"RBF-02845","2016-06-19","2017-09-18","Dra. Reyes, P.","Comité Internacional de Bioética","Proyecto Excella","Mobile Unit Delta","SUJ-3414","77","78","80.99","52.52","1","2","Modificación de resultado post-mortem","4","CONFIDENCIAL","Medio","82.6","En revisión","AUD-539","Testigo externo reporta irregularidades."
"RBF-02846","2021-02-21","2021-07-24","Dr. Yamamoto, K.","Comité de Revisión Externe BSAA","Investigación Las Plagas Fase III","NEST Underground","SUJ-6788","79","92","93","72.22","0","1","Modificación de resultado post-mortem","8","USO INTERNO","Bajo","69.6","Pendiente","AUD-945","Muestra biológica alterada post-análisis."
"RBF-02847","2018-02-02","2018-10-22","Dr. Ashford, E.","Comité de Revisión Umbrella Corp.","Proyecto Némesis","Facility Salazar","SUJ-5699","82","91","78.41","54.09","2","8","Datos de control fabricados","14","CONFIDENCIAL","Medio","34.2","Fraude confirmado","AUD-111","Resultados estadísticos inconsistentes."
"RBF-02848","2017-04-23","2019-03-22","Dr. Yamamoto, K.","Junta de Supervisión STARS","Proyecto Excella","Lab Urbano RC-04","SUJ-4700","6","22","73.64","22.42","4","13","Falsificación de aprobación ética","16","USO INTERNO","Crítico","54.5","Escalado a fiscal","AUD-426","Consentimiento firmado bajo coerción."
"RBF-02849","2014-11-03","2016-08-10","Dra. Singh, A.","Panel Clínico Raccoon City","Proyecto Excella","Spencer Estate Lab","SUJ-7303","23","35","75.42","58.94","1","11","Fabricación de consentimiento informado","8","USO INTERNO","Medio","81","Escalado a fiscal","AUD-379","Resultados estadísticos inconsistentes."
"RBF-02850","2012-05-29","2012-07-09","Dr. Chen, W.","Comité de Revisión Externe BSAA","Investigación Las Plagas Fase III","Arklay Mountain Lab","SUJ-2841","59","59","94.33","70.54","0","9","Falsificación de grupo de control","5","ULTRA SECRETO","Crítico","62.1","En revisión","AUD-346","Resultados estadísticos inconsistentes."
"RBF-02851","2020-06-12","2022-04-22","Dr. Mendoza, F.","Comité de Revisión Externe BSAA","Ensayo Mold-E-Variant","Laboratorio Remoto Dulvey","SUJ-9057","46","60","88.48","61.1","4","6","Falsificación de aprobación ética","9","USO INTERNO","Medio","84.2","Pendiente","AUD-331","Sujeto registrado fallecido antes del ensayo."
"RBF-02852","2019-04-03","2021-02-08","Dr. Isaacs, S.","Panel Bioético Sector B","Ensayo T-002","Mobile Unit Delta","SUJ-3778","38","38","78.58","38.9","2","2","Omisión de efectos adversos","2","USO INTERNO","Crítico","58.7","Archivado","AUD-563","Protocolo no seguido, datos fabricados."
"RBF-02853","2014-02-21","2015-04-18","Dra. Reed, L.","Panel de Cumplimiento Viral","Fase C-Virus Alpha","Spencer Estate Lab","SUJ-2804","14","28","86.44","50.08","1","9","Omisión de efectos adversos","8","RESTRINGIDO","Crítico","44","Pendiente","AUD-798","Testigo externo reporta irregularidades."
"RBF-02854","2015-03-17","2015-06-10","Dra. Spencer, A.","Panel Clínico Raccoon City","Proyecto Némesis","Raccoon City Hospital","SUJ-4678","72","91","85.72","61.99","1","3","Omisión de muerte no reportada","7","ULTRA SECRETO","Crítico","92.3","Pendiente","AUD-120","Protocolo no seguido, datos fabricados."
"RBF-02855","2016-01-02","2016-12-09","Dr. Marcus, J.","Panel Clínico Raccoon City","Experimento Wesker","Facility Salazar","SUJ-2666","62","76","89.04","67.47","0","0","Supresión de reacción alérgica severa","9","RESTRINGIDO","Crítico","56.2","Pendiente","AUD-595","Datos duplicados de ensayo anterior."
"RBF-02856","2021-09-01","2023-03-21","Dr. Mendoza, F.","Junta de Supervisión STARS","Fase Miranda-Prime","Lab Urbano RC-04","SUJ-5617","35","48","78.06","53.59","0","5","Supresión de muestra contaminada","11","ULTRA SECRETO","Medio","66.1","En revisión","AUD-870","Sujeto registrado fallecido antes del ensayo."
"RBF-02857","2020-10-03","2020-12-14","Dra. Spencer, A.","Panel Clínico Raccoon City","Fase Gamma-Licker","Arklay Mountain Lab","SUJ-6854","19","31","94.47","59.37","2","5","Fabricación de consentimiento informado","12","RESTRINGIDO","Bajo","80.4","Archivado","AUD-784","Datos duplicados de ensayo anterior."
"RBF-02858","2012-07-14","2013-07-05","Dr. Isaacs, S.","Comité de Revisión Externe BSAA","Ensayo Mold-E-Variant","Centro de Investigación Kijuju","SUJ-2249","30","31","80.04","54.19","1","1","Manipulación de dosis registrada","8","USO INTERNO","Bajo","36.3","Archivado","AUD-912","Firmas no coinciden con fecha declarada."
"RBF-02859","2021-09-16","2023-04-21","Dr. Isaacs, S.","Panel Clínico Raccoon City","Ensayo Mutación Hunter","Satellite Lab B-17","SUJ-6467","78","85","90.05","37.15","0","3","Alteración de fechas de aplicación","17","RESTRINGIDO","Alto","73.6","Fraude confirmado","AUD-810","Sujeto registrado fallecido antes del ensayo."
"RBF-02860","2019-05-09","2021-01-06","Dr. Dubois, L.","Panel Bioético Sector B","Ensayo T-002","Centro de Investigación Kijuju","SUJ-2939","84","92","72.42","38.87","1","8","Omisión de muerte no reportada","1","RESTRINGIDO","Medio","47.6","Fraude confirmado","AUD-951","Aprobación ética emitida retroactivamente."
"RBF-02861","2015-09-21","2016-03-22","Dra. Reyes, P.","Comité Ético NEST-Arklay","Ensayo RE-Cadou","Centro de Investigación Kijuju","SUJ-6906","25","43","81.69","64.34","2","12","Alteración de muestra de tejido","3","ULTRA SECRETO","Alto","77.7","Fraude confirmado","AUD-342","Resultados estadísticos inconsistentes."
"RBF-02862","2015-01-24","2016-01-23","Dr. Isaacs, S.","Panel Clínico Raccoon City","Protocolo G-Virus","Facility Salazar","SUJ-2389","40","58","81.14","36.97","1","7","Reemplazo de sujeto de prueba","14","ULTRA SECRETO","Bajo","47.6","Archivado","AUD-491","Datos duplicados de ensayo anterior."
"RBF-02863","2013-05-24","2014-11-19","Dr. Dubois, L.","Comité de Ética Médica T-Sector","Ensayo T-002","Centro de Investigación Kijuju","SUJ-1710","14","22","86.13","57.98","4","15","Modificación de resultado post-mortem","2","CONFIDENCIAL","Alto","66.2","Fraude confirmado","AUD-580","Consentimiento firmado bajo coerción."
"RBF-02864","2020-12-18","2021-08-31","Dra. Reyes, P.","Comité de Revisión Umbrella Corp.","Estudio Plagas-Las Illuminadas","Facility Salazar","SUJ-3475","26","32","73.89","32.75","1","1","Alteración de muestra de tejido","8","USO INTERNO","Medio","88.4","En revisión","AUD-180","Firmas no coinciden con fecha declarada."
"RBF-02865","2016-02-16","2016-08-20","Dra. Vega, N.","Comité Ético NEST-Arklay","Proyecto Némesis","Mobile Unit Delta","SUJ-3917","22","35","92.54","66.36","3","12","Supresión de reacción alérgica severa","17","CONFIDENCIAL","Medio","46.5","Escalado a fiscal","AUD-230","Hash de documento no coincide con archivo original."
"RBF-02866","2016-11-24","2017-02-13","Dr. Yamamoto, K.","Comité Ético NEST-Arklay","Protocolo G-Virus","Facility Salazar","SUJ-8022","48","49","77.66","39.83","3","14","Alteración de muestra de tejido","9","ULTRA SECRETO","Crítico","27","Archivado","AUD-610","Aprobación ética emitida retroactivamente."
"RBF-02867","2021-12-22","2023-12-11","Dr. Marcus, J.","Comité de Ética Médica T-Sector","Prueba NE-α","Raccoon City Hospital","SUJ-9691","83","94","89.6","43.71","2","10","Omisión de muerte no reportada","12","ULTRA SECRETO","Bajo","77.9","Fraude confirmado","AUD-817","Firmas no coinciden con fecha declarada."
"RBF-02868","2016-06-26","2017-09-01","Dra. Cortez, M.","Junta Regulatoria Nemesis Div.","Proyecto Némesis","Laboratorio Remoto Dulvey","SUJ-6486","51","61","92.88","40.76","2","7","Supresión de reacción alérgica severa","7","ULTRA SECRETO","Bajo","65.3","Pendiente","AUD-365","Hash de documento no coincide con archivo original."
"RBF-02869","2020-05-02","2021-08-31","Dr. Dubois, L.","Comité de Revisión Externe BSAA","Investigación Las Plagas Fase III","Raccoon City Hospital","SUJ-3971","3","19","86.61","61.16","2","3","Reemplazo de sujeto de prueba","1","RESTRINGIDO","Alto","40.5","Archivado","AUD-595","Hash de documento no coincide con archivo original."
"RBF-02870","2016-12-06","2018-09-06","Dr. Salazar, R.","Comité de Revisión Externe BSAA","Ensayo T-002","Mobile Unit Delta","SUJ-7967","42","43","91.26","62.87","4","6","Manipulación de dosis registrada","14","ULTRA SECRETO","Medio","88","En revisión","AUD-104","Hash de documento no coincide con archivo original."
"RBF-02871","2022-01-12","2023-09-23","Dr. Isaacs, S.","Comité Ético NEST-Arklay","Experimento Wesker","Centro de Investigación Kijuju","SUJ-3461","19","30","89.21","55.64","4","10","Supresión de muestra contaminada","2","CONFIDENCIAL","Alto","39.8","Escalado a fiscal","AUD-527","Testigo externo reporta irregularidades."
"RBF-02872","2022-09-22","2024-03-21","Dr. Chen, W.","Comité Ético NEST-Arklay","Fase C-Virus Alpha","Raccoon City Hospital","SUJ-5940","73","87","81.24","29.15","1","3","Reemplazo de sujeto de prueba","17","CONFIDENCIAL","Medio","60.7","En revisión","AUD-720","Datos duplicados de ensayo anterior."
"RBF-02873","2016-05-02","2016-09-01","Dr. Ashford, E.","Comité de Ética Médica T-Sector","Experimento Wesker","Raccoon City Hospital","SUJ-5702","28","35","93.03","41.97","0","2","Omisión de efectos adversos","7","CONFIDENCIAL","Crítico","35.6","Fraude confirmado","AUD-870","Testigo externo reporta irregularidades."
"RBF-02874","2015-10-20","2016-07-03","Dra. Reyes, P.","Comité de Revisión Externe BSAA","Ensayo T-002","Centro de Investigación Kijuju","SUJ-6707","84","91","79.66","61.06","3","7","Falsificación de aprobación ética","15","ULTRA SECRETO","Alto","84.2","Pendiente","AUD-974","Hash de documento no coincide con archivo original."
"RBF-02875","2022-12-02","2024-03-18","Dr. Ashford, E.","Comité de Ética Médica T-Sector","Ensayo Mutación Hunter","Raccoon City Hospital","SUJ-2702","45","62","86.85","66.57","3","5","Supresión de muestra contaminada","9","USO INTERNO","Crítico","67.5","Pendiente","AUD-483","Muestra biológica alterada post-análisis."
"RBF-02876","2014-02-04","2014-12-27","Dr. Isaacs, S.","Panel de Cumplimiento Viral","Estudio Uroboros","Centro de Investigación Kijuju","SUJ-5441","71","84","91.38","56.56","3","5","Omisión de efectos adversos","8","RESTRINGIDO","Alto","30.9","Archivado","AUD-345","Hash de documento no coincide con archivo original."
"RBF-02877","2017-07-25","2018-10-01","Dra. Reed, L.","Comité Ético NEST-Arklay","Prueba NE-α","Arklay Mountain Lab","SUJ-9179","78","87","81.85","62.59","1","11","Omisión de muerte no reportada","7","RESTRINGIDO","Alto","87.8","En revisión","AUD-923","Resultados estadísticos inconsistentes."
"RBF-02878","2019-10-05","2020-04-03","Dr. Torres, C.","Comité de Revisión Umbrella Corp.","Estudio Plagas-Las Illuminadas","NEST Underground","SUJ-7047","63","66","79.87","51.05","1","5","Datos de control fabricados","4","RESTRINGIDO","Bajo","14.7","En revisión","AUD-179","Firmas no coinciden con fecha declarada."
"RBF-02879","2017-07-30","2018-01-11","Dr. Isaacs, S.","Panel de Cumplimiento Viral","Protocolo Eveline","Centro de Investigación Kijuju","SUJ-5348","73","88","83.94","63","2","6","Alteración de muestra de tejido","10","CONFIDENCIAL","Bajo","80.3","Pendiente","AUD-278","Protocolo no seguido, datos fabricados."
